Node	Time	Intraday_Price
3	1	12.616690934964897
3	2	14.313117754805722
3	3	15.647610209393628
3	4	12.3475876695256
3	5	16.610075853271383
3	6	24.29789984044324
3	7	37.82488336675526
3	8	27.652033288958382
3	9	62.089836673986035
3	10	30.953217432636354
3	11	39.097868678378184
3	12	59.82295287338587
3	13	31.025292678780918
3	14	33.70841609108217
3	15	27.561734349847235
3	16	39.25740396529258
3	17	45.17078578535556
3	18	58.93653455423655
3	19	29.363292695788704
3	20	15.945169037475837
3	21	28.78049774861613
3	22	16.31763136874089
3	23	30.14624146148764
3	24	18.047636221777655
4	1	22.491757740225044
4	2	28.287302164474905
4	3	20.759089733267864
4	4	23.702873733041823
4	5	20.98266020016906
4	6	29.119649974260547
4	7	18.95068646008195
4	8	18.917572374008632
4	9	32.65309552736292
4	10	15.606642529194875
4	11	29.41235542041519
4	12	19.773731199856147
4	13	15.421924261172048
4	14	17.260804279494845
4	15	19.422857202949714
4	16	35.52502795097658
4	17	24.981057778964118
4	18	32.36695444774047
4	19	32.4130808580621
4	20	22.771420179171397
4	21	24.147694587384137
4	22	17.93479779279322
4	23	16.852841702233064
4	24	18.326649482406282
5	1	45.23967360959554
5	2	31.57878820744333
5	3	17.613019215986107
5	4	28.953801123613708
5	5	31.39512893751463
5	6	38.56217856533827
5	7	32.10973825893267
5	8	25.97323667080569
5	9	28.36131613358047
5	10	26.689053386880015
5	11	26.064305773927963
5	12	14.738382457376268
5	13	7.054120466696926
5	14	11.622190308004365
5	15	13.772372713217703
5	16	36.08593793689832
5	17	46.18815128122261
5	18	25.40422771348805
5	19	37.15387547705493
5	20	28.657119303822974
5	21	25.09086153307882
5	22	43.75978183858649
5	23	30.664082022771954
5	24	35.701304613020454
6	1	23.856986681042613
6	2	22.787327528366575
6	3	18.34314509210857
6	4	21.301237300938702
6	5	21.46884144796263
6	6	15.174541024187306
6	7	21.949160823949846
6	8	13.66629073050385
6	9	26.882572431644306
6	10	21.672758184582502
6	11	14.670392702117425
6	12	24.164478634313927
6	13	16.95225673606325
6	14	22.597291490831275
6	15	29.464839862515667
6	16	16.328816649358703
6	17	15.432491825293758
6	18	26.15258490530465
6	19	22.05707604499451
6	20	22.2358063830966
6	21	25.476874504997177
6	22	26.789173896629737
6	23	26.19345168379655
6	24	15.807285427545546
7	1	33.5698442473964
7	2	30.047779586986895
7	3	14.7115549836931
7	4	15.080796300943394
7	5	12.774681210904992
7	6	55.53415136665635
7	7	48.2707530585712
7	8	28.498748111435777
7	9	45.275513710800425
7	10	52.1641069388105
7	11	27.39889689279835
7	12	44.07987222567423
7	13	26.000320769029425
7	14	41.838258462108875
7	15	25.61294049759137
7	16	51.78388200792362
7	17	45.06439538869371
7	18	42.38573927241067
7	19	56.79221914694535
7	20	67.93640329919553
7	21	71.48088769737893
7	22	25.95271446625933
7	23	56.65957264486563
7	24	30.577181722367296
8	1	28.000227717763522
8	2	36.396884812559605
8	3	39.84655240742044
8	4	27.288215986001344
8	5	38.54409372759142
8	6	25.01260827340805
8	7	59.977031533533975
8	8	37.73436269495412
8	9	38.36612876563658
8	10	33.682022102555955
8	11	28.304710864113524
8	12	40.63324545785203
8	13	45.459231647602834
8	14	27.621077783357915
8	15	27.348024569195434
8	16	34.169922652189165
8	17	23.475089676214363
8	18	62.21968146779448
8	19	24.93640070746419
8	20	37.209256659460166
8	21	77.07703786980247
8	22	41.6956635231113
8	23	40.397145600877344
8	24	44.102907165634726
9	1	21.807640396988187
9	2	22.576343448065753
9	3	23.32386449612525
9	4	20.31710409839098
9	5	26.762595951791997
9	6	25.092382441317522
9	7	47.57530109123305
9	8	65.00319389085661
9	9	73.37405325764678
9	10	29.746054029611912
9	11	28.533659517138155
9	12	32.52298630566665
9	13	31.995280792271192
9	14	30.380361596503757
9	15	30.554058013388882
9	16	53.852222853169145
9	17	85.25046396969206
9	18	41.982211303275214
9	19	68.30650500459949
9	20	53.96812633310103
9	21	53.58221091181108
9	22	68.41762688400411
9	23	36.068325673699064
9	24	33.193755939746076
10	1	45.63131430728218
10	2	44.97577081892546
10	3	66.90031797939307
10	4	66.10823929229049
10	5	67.0294247385728
10	6	82.57337589537725
10	7	111.01205939025796
10	8	125.3238379896781
10	9	151.6754740929731
10	10	51.79610550596096
10	11	83.98833756201519
10	12	109.8806220160527
10	13	88.59266423392033
10	14	72.874625049529
10	15	87.59022170842857
10	16	81.1939769855706
10	17	91.36991400708726
10	18	81.32325708947417
10	19	76.00252591654616
10	20	85.91338793948441
10	21	92.25651529677287
10	22	51.5984317157358
10	23	74.52694856071057
10	24	46.2543429229977
11	1	47.61997467713105
11	2	26.97250572365981
11	3	34.43459273357037
11	4	24.015665914595832
11	5	19.14596932410236
11	6	25.597898152835683
11	7	27.878558759936343
11	8	40.881441429874805
11	9	18.37345763122801
11	10	21.178568502079028
11	11	5.452908887534627
11	12	0.8318153571381843
11	13	-0.011323462866991103
11	14	-0.20071118864962295
11	15	0.9534173692155009
11	16	5.327870253284118
11	17	14.937780181274638
11	18	14.376589467450565
11	19	36.82093321842841
11	20	34.13054185064379
11	21	43.09326271473788
11	22	31.91852461594744
11	23	36.00628014567504
11	24	31.22466691071899
12	1	37.09387543874965
12	2	39.75876525230524
12	3	42.43235103495566
12	4	30.173689451614756
12	5	41.48144648511994
12	6	35.865916864589025
12	7	99.0187678252588
12	8	121.14090514760429
12	9	63.04406530966295
12	10	52.722678948042
12	11	46.12949522297028
12	12	42.600636675339345
12	13	31.573776734773652
12	14	38.42790037439222
12	15	49.32052749271098
12	16	43.79172734335294
12	17	45.71743207984648
12	18	49.96908623508044
12	19	49.08889736000418
12	20	67.3963167072179
12	21	42.85190530496141
12	22	44.14474613108123
12	23	35.090137513600396
12	24	21.213204463153147
13	1	56.90189896591478
13	2	26.28508982604056
13	3	50.88057495740382
13	4	41.44053677750327
13	5	78.43893407091574
13	6	53.86848475871334
13	7	55.38401368544324
13	8	82.38654720156227
13	9	54.53968403216316
13	10	51.319515809452035
13	11	36.03790849301523
13	12	43.30403891612655
13	13	26.992146064670827
13	14	14.14727232574906
13	15	40.923497151412725
13	16	33.66290116439706
13	17	59.98428028968315
13	18	55.02450337270051
13	19	39.363919709132716
13	20	45.99226400650556
13	21	47.69411799800898
13	22	32.49304613258213
13	23	37.547328905293526
13	24	47.61779308104256
14	1	1.1798822511396494
14	2	1.0005088748699056
14	3	0.9463954439056974
14	4	2.6353756229313214
14	5	3.2170305332567035
14	6	5.97522502550524
14	7	19.35035983297578
14	8	16.389510380114753
14	9	11.664438764953278
14	10	19.12092735416853
14	11	11.897161035915353
14	12	10.412729800234217
14	13	7.6550006666891175
14	14	18.73805760126464
14	15	9.467039245815387
14	16	10.037810942716247
14	17	27.229372390616536
14	18	19.963770823522704
14	19	24.521210180325888
14	20	27.49522935099209
14	21	12.818380592418546
14	22	14.638747051619806
14	23	12.894794127887337
14	24	14.464053238085008
15	1	23.856986681042613
15	2	22.787327528366575
15	3	18.34314509210857
15	4	21.301237300938702
15	5	21.46884144796263
15	6	15.174541024187306
15	7	21.949160823949846
15	8	13.66629073050385
15	9	26.882572431644306
15	10	21.672758184582502
15	11	14.670392702117425
15	12	24.164478634313927
15	13	16.95225673606325
15	14	22.597291490831275
15	15	29.464839862515667
15	16	16.328816649358703
15	17	15.432491825293758
15	18	26.15258490530465
15	19	22.05707604499451
15	20	22.2358063830966
15	21	25.476874504997177
15	22	26.789173896629737
15	23	26.19345168379655
15	24	15.807285427545546
16	1	26.313520144958975
16	2	22.353910435869565
16	3	10.035612764368588
16	4	13.190373237118216
16	5	15.01204006772793
16	6	24.979524145203488
16	7	65.48024525116335
16	8	43.45020192375217
16	9	57.8567438943987
16	10	23.844154512124806
16	11	19.17975386319409
16	12	3.161833486174919
16	13	5.198794760423121
16	14	5.00051513130425
16	15	2.714244912983814
16	16	8.46888402060089
16	17	18.542281410361745
16	18	41.34181662570415
16	19	31.267393997691716
16	20	37.27485929678122
16	21	31.626343868076642
16	22	15.878386113902561
16	23	28.87932693907909
16	24	12.516109626465775
17	1	25.358670072644834
17	2	16.419005190448633
17	3	24.207756559461274
17	4	24.48348898282589
17	5	16.948192876865065
17	6	16.470492815669374
17	7	21.73597550278696
17	8	28.18567627802627
17	9	24.424895958200192
17	10	25.90764410438053
17	11	30.45161640799925
17	12	15.262267330925111
17	13	11.030259925726842
17	14	25.08153513217268
17	15	21.296971711227034
17	16	17.307644483139097
17	17	23.694907348582564
17	18	16.758887084670413
17	19	38.89683083144291
17	20	23.265722717202706
17	21	28.690661535089877
17	22	22.046661677388748
17	23	19.511291308929724
17	24	17.358347669194163
18	1	21.807640396988187
18	2	22.576343448065753
18	3	23.32386449612525
18	4	20.31710409839098
18	5	26.762595951791997
18	6	25.092382441317522
18	7	47.57530109123305
18	8	65.00319389085661
18	9	73.37405325764678
18	10	29.746054029611912
18	11	28.533659517138155
18	12	32.52298630566665
18	13	31.995280792271192
18	14	30.380361596503757
18	15	30.554058013388882
18	16	53.852222853169145
18	17	85.25046396969206
18	18	41.982211303275214
18	19	68.30650500459949
18	20	53.96812633310103
18	21	53.58221091181108
18	22	68.41762688400411
18	23	36.068325673699064
18	24	33.193755939746076
19	1	35.8294946456396
19	2	25.786157744379484
19	3	19.6161514294385
19	4	28.814859075141094
19	5	23.360330258971114
19	6	29.986630010098224
19	7	75.69853073367592
19	8	51.01456145063999
19	9	32.96142110424461
19	10	31.248947158836565
19	11	35.1605239400255
19	12	22.13317178530472
19	13	21.6753071238424
19	14	21.860214928998356
19	15	38.65768334762597
19	16	19.19625713956107
19	17	21.795322667008662
19	18	38.234823368069115
19	19	36.841543821350534
19	20	31.796851392848147
19	21	32.73872104497173
19	22	33.239774616412966
19	23	44.335551154123124
19	24	18.694369616020204
20	1	72.46258762352005
20	2	46.13395151077713
20	3	62.936550551102634
20	4	37.06782357697957
20	5	77.06972925123947
20	6	50.404687848300256
20	7	106.32038079605759
20	8	88.96735953253892
20	9	85.64634637338494
20	10	93.51791978469085
20	11	107.75801717539076
20	12	82.71176553886501
20	13	92.99196201841364
20	14	66.2111675260899
20	15	69.09282332054941
20	16	59.77553804353686
20	17	86.39415986225563
20	18	76.22007466077213
20	19	71.23845584425212
20	20	68.6501339069077
20	21	55.13902904646987
20	22	72.4796032739127
20	23	53.94576823019894
20	24	56.62197920015055
21	1	52.0524071836884
21	2	43.40291996439546
21	3	26.900771834590472
21	4	37.72764070649949
21	5	36.24305473089941
21	6	43.58830265143702
21	7	156.66476749731697
21	8	61.566579423881215
21	9	93.48416754074445
21	10	41.1774471859123
21	11	38.79032125280621
21	12	58.347425841441925
21	13	20.593231790628415
21	14	26.670928800692348
21	15	17.682378992282292
21	16	34.535064392262036
21	17	26.84202498580701
21	18	38.17485277738508
21	19	37.92181064996402
21	20	44.4897876471362
21	21	39.98014769699914
21	22	39.419206910660556
21	23	21.275467481783583
21	24	41.72546641507995
22	1	-0.03210229528431373
22	2	-0.06639299396917527
22	3	-0.08489176389082942
22	4	-0.03989895891522727
22	5	0.10731386566669424
22	6	2.5935591159178935
22	7	3.231425825504994
22	8	5.818526750200172
22	9	7.07256317801858
22	10	2.6576459651484057
22	11	3.457096102530778
22	12	4.612316611010734
22	13	0.9136248341627667
22	14	1.9527250833636012
22	15	1.27253633637558
22	16	2.6995289613181663
22	17	3.601184506765294
22	18	5.371987118454097
22	19	5.484537262938722
22	20	4.569955077870429
22	21	1.5474723416676412
22	22	0.9164605876359212
22	23	0.2381548689085311
22	24	-0.047299160203381166
23	1	27.344606753951076
23	2	57.19091103353542
23	3	60.259733747594474
23	4	41.00826445400799
23	5	58.42281513850212
23	6	29.73657080200871
23	7	57.86847693035667
23	8	53.69149079813192
23	9	59.01108533395661
23	10	68.21242323810263
23	11	51.18624861511131
23	12	39.80909750481223
23	13	38.223459953965204
23	14	21.44717048271854
23	15	21.73530890635851
23	16	31.08522890121064
23	17	25.33618937960487
23	18	29.697230733906203
23	19	31.904431197694315
23	20	61.70438731271128
23	21	30.954227192610837
23	22	44.70706014835491
23	23	35.50754787541039
23	24	36.31305051625047
24	1	27.006010678220438
24	2	26.683882143563736
24	3	30.154150166731515
24	4	17.26359022139474
24	5	18.44814280478926
24	6	33.879152033985676
24	7	21.598115381685357
24	8	23.02994081363409
24	9	21.654800837039737
24	10	27.646864872681608
24	11	12.648066733993879
24	12	25.497551700097624
24	13	22.647156516400454
24	14	35.10962705838669
24	15	14.864312136597574
24	16	37.4804402256285
24	17	23.782394997628884
24	18	26.92864068059532
24	19	27.809026964555816
24	20	22.178740862826317
24	21	43.054838904437496
24	22	28.516713941287225
24	23	12.952228375350538
24	24	31.637972172206712
25	1	-0.06296332010281498
25	2	-0.2469658018383729
25	3	-0.18819924796135437
25	4	-0.15740730474531556
25	5	-0.0527324473270584
25	6	0.008518308150674577
25	7	2.3032395488899415
25	8	2.5446909625314875
25	9	2.968738080705438
25	10	2.713903194027277
25	11	0.827168445414602
25	12	0.039920675587506574
25	13	-0.05832749099698422
25	14	-0.12068213513565719
25	15	-0.0331968272787684
25	16	0.26494942582946646
25	17	1.590281203353089
25	18	3.7510703946961605
25	19	2.233251495272039
25	20	2.076555794635503
25	21	2.2219591716312865
25	22	1.1819648912759941
25	23	1.4077355214975638
25	24	0.5522199973299005
26	1	74.23797228857727
26	2	31.850966969859613
26	3	55.56316043131166
26	4	110.87795896762684
26	5	74.55733182596023
26	6	87.29231607465897
26	7	72.03053185460313
26	8	116.20862210561614
26	9	175.62804890915822
26	10	128.35002821858433
26	11	88.27522474103743
26	12	95.0479333475887
26	13	90.93379268449371
26	14	56.61199936969183
26	15	80.58231642627278
26	16	52.8945226046954
26	17	66.97847020772731
26	18	76.16159230512103
26	19	171.63722201487545
26	20	118.32022522671232
26	21	80.3050783402527
26	22	66.63649865425664
26	23	88.09213767928827
26	24	32.33594378919263
27	1	84.77143401252309
27	2	59.13769088770234
27	3	83.51233737388884
27	4	80.99207632598242
27	5	95.10138398160527
27	6	53.37131871651484
27	7	52.40355958603954
27	8	103.06837932159307
27	9	101.0588871112183
27	10	129.69444645878048
27	11	123.62088066729366
27	12	85.44467781496134
27	13	79.53739068596083
27	14	123.70879610535718
27	15	98.48779995660479
27	16	79.03246423831484
27	17	75.53670505691035
27	18	125.2611291742348
27	19	115.86112435616985
27	20	102.79944526445773
27	21	107.4753294240353
27	22	94.46378294199201
27	23	70.68097778544448
27	24	61.94551137252469
28	1	53.894727471234155
28	2	38.876904062086346
28	3	37.353821915213594
28	4	27.233379147195183
28	5	39.00199433787038
28	6	46.72318271006196
28	7	53.69203157397467
28	8	91.41122365632796
28	9	90.31502163677763
28	10	62.39694346363635
28	11	83.81908410088685
28	12	72.16181775446574
28	13	31.478815673020296
28	14	58.1798368181006
28	15	102.52107816398455
28	16	60.78705386775339
28	17	137.25837943983498
28	18	131.32091159768757
28	19	172.86932985474095
28	20	174.39878402099313
28	21	93.60981891092027
28	22	139.22587107761137
28	23	76.58670947556925
28	24	28.113778039336104
29	1	26.04473154196193
29	2	74.14293180543133
29	3	62.93455417130522
29	4	34.835013618581705
29	5	52.52741801026336
29	6	69.91996279630733
29	7	55.88894825857221
29	8	57.614220155475785
29	9	51.06855168240802
29	10	73.48638426570318
29	11	66.03377562168757
29	12	55.124351564531295
29	13	44.96480221618416
29	14	23.168473653574118
29	15	50.714478750312075
29	16	38.800017914563526
